DAPI_Intensity,pyrP_Intenisty,ssaA_Intenisty,pbuX_Intenisty
52321.00,13063.00,8287.00,9627.00
54381.00,12786.00,5111.00,10884.00
59361.00,12740.00,5274.00,8274.00
54752.00,13623.00,5370.00,9236.00
62246.00,13341.00,5331.00,12386.00
54120.00,12975.00,6099.00,8027.00
49702.00,12355.00,5449.00,10412.00
51446.00,12480.00,6039.00,8583.00
97479.00,14467.00,6622.00,10806.00
66020.00,12715.00,5786.00,9248.00
50785.00,12606.00,6169.00,9463.00
69736.50,14455.00,5065.00,6888.00
83628.00,13671.00,6657.00,12208.00
51677.00,13012.00,7213.00,10921.00
62074.00,12656.00,5296.00,9318.00
60086.00,12743.00,5880.00,9618.00
58695.00,14591.00,5074.00,7137.00
45365.00,12846.00,6451.00,11387.00
57595.00,12877.00,5956.00,8960.00
54420.00,12831.00,5188.00,9125.00
52620.00,12503.00,5305.00,10793.00
42743.00,12419.00,5105.00,7396.00
70674.00,13315.00,6270.00,10001.00
74203.00,13415.00,5843.00,12171.00
46315.00,12558.00,5342.00,7845.00
54044.00,12789.00,6911.00,10297.00
46204.00,12659.00,5197.00,7170.00
42500.00,12282.00,5045.00,8027.00
77893.00,13559.00,7771.00,10876.00
65636.00,13134.00,5025.00,7906.00
65072.00,12434.00,5225.00,10142.00
47385.00,11693.00,5048.00,7557.00
59188.00,12715.00,5933.00,9173.00
51465.00,12761.00,5174.00,7838.00
49354.00,12466.00,5629.00,8286.00
47789.00,12257.00,5372.00,8402.00
51834.00,13899.00,5595.00,12698.00
43586.00,12207.00,5996.00,10026.00
42202.00,12234.00,4989.00,7044.00
43365.00,12493.00,5953.00,8464.00
43721.00,12145.00,5308.00,9621.00
66451.00,12716.00,5183.00,10648.00
56413.00,18103.00,6048.00,7751.00
51578.00,12622.00,5075.00,9636.00
50587.00,13477.00,5036.00,9805.00
57519.00,13205.00,5254.00,10916.00
68365.00,12981.00,6508.00,9631.00
72394.00,13386.00,6125.00,10083.00
54401.00,12915.00,7117.00,8590.00
78417.00,12875.00,6067.00,11904.00
66548.00,13391.00,7627.00,14743.00
65812.00,13056.00,5541.00,10203.00
59638.00,12850.00,5428.00,7706.00
88988.00,14423.00,6981.00,11765.00
55729.00,12351.00,6054.00,10058.00
94660.00,13608.00,5277.00,12538.00
42142.00,12630.00,6496.00,8038.00
47544.00,12607.00,5172.00,8110.00
39859.00,12896.00,5054.00,9240.00
42960.00,12279.00,5014.00,7072.00
57228.00,12776.00,5260.00,11413.00
84019.00,13502.00,5312.00,11244.00
54342.00,12849.00,5071.00,9036.00
59765.00,12404.00,5625.00,10506.00
40412.00,12668.00,6007.00,8687.00
41264.00,12534.00,6946.00,6169.00
58972.00,12299.00,5404.00,8353.00
76482.00,13751.00,5641.00,10146.00
49341.00,12594.00,5182.00,8848.00
42772.00,12219.00,5127.00,11210.00
51586.00,16636.00,5044.00,7803.00
70071.00,13688.00,7419.00,11309.00
55285.00,12283.00,5783.00,9039.00
53411.00,12835.00,5359.00,9584.00
65947.00,13630.00,5682.00,11134.00
53143.00,13160.00,5786.00,8936.00
67105.00,12583.00,5177.00,10458.00
71564.00,12931.00,6078.00,7746.00
49149.00,12444.00,5277.00,8724.00
42488.00,11741.00,6581.00,7225.00
68307.00,15653.00,5402.00,9922.00
77756.00,14798.00,5422.00,14290.00
52513.00,12530.00,5585.00,9457.00
48477.00,12237.00,5036.00,7835.00
45993.00,12343.00,5621.00,9096.00
54378.00,12901.00,5547.00,12058.00
66410.00,13006.00,6004.00,10125.00
50845.00,12326.00,5542.00,8692.00
38593.00,13453.00,5034.00,5779.00
52316.00,12827.00,5012.00,6646.00
52375.00,12704.00,6123.00,7937.00
67008.00,12736.00,5179.00,10679.00
104044.00,14832.00,6666.00,13596.00
50667.00,13046.00,6676.00,8092.00
47736.00,11932.00,8477.00,6152.00
102768.00,13887.00,8751.00,15425.00
68205.00,13218.00,5406.00,8125.00
47114.00,12968.00,5268.00,7475.00
64637.00,13111.00,5358.00,9606.00
57625.00,12702.00,5136.00,7182.00
52389.00,12418.00,5842.00,8205.00
47415.00,12182.00,5974.00,8289.00
70600.00,13370.00,5756.00,7936.00
49928.00,12517.00,5670.00,8453.00
45738.00,12353.00,5532.00,8053.00
43760.00,12508.00,5219.00,8730.00
58167.00,12767.00,5503.00,9977.00
51290.00,12519.00,5794.00,7854.00
80427.00,13273.00,5881.00,11006.00
45745.00,12951.00,6379.00,8303.00
54637.00,12695.00,5622.00,8323.00
64495.00,15117.00,5180.00,8170.00
58518.00,12425.00,5550.00,8900.00
55788.00,12774.00,5160.00,10830.00
76929.00,13966.00,6599.00,13376.00
66723.00,13435.00,5875.00,9603.00
48537.00,12019.00,6068.00,9258.00
44929.00,12845.00,5864.00,9597.00
45814.00,12682.00,7179.00,9301.00
77963.00,13115.00,5444.00,12575.00
94553.00,13462.00,5755.00,9494.00
51338.00,12176.00,5019.00,7611.00
56831.00,12809.00,5161.00,11161.00
48238.00,12523.00,7491.00,9499.00
46525.00,12222.00,6547.00,8452.00
55011.00,12435.00,5197.00,9847.00
69597.00,25072.00,5289.00,7035.00
62234.00,13050.00,6609.00,10615.00
53117.00,13066.00,6135.00,6938.00
50441.00,12514.00,5017.00,9266.00
64125.00,13485.00,5923.00,10195.00
50308.00,12419.00,5203.00,9874.00
55212.00,12455.00,5610.00,8343.00
56093.00,12701.00,5259.00,9352.00
71004.00,14139.00,5579.00,10448.00
42546.00,11783.00,4951.00,6534.00
65630.00,12534.00,6194.00,8790.00
70054.00,13765.00,5790.00,11268.00
64459.00,14371.00,7364.00,7965.00
50228.00,12913.00,6839.00,10989.00
66280.00,13938.00,5225.00,12778.00
79765.00,13892.00,5227.00,9805.00
42356.00,12217.00,5952.00,6532.00
85051.00,13321.00,9675.00,14334.00
58803.00,13126.00,5211.00,8786.00
79055.00,30390.00,6772.00,8529.00
61023.00,13436.00,6503.00,9788.00
46685.00,12252.00,5458.00,8209.00
57194.00,13321.00,5452.00,9995.00
59868.00,13144.00,6506.00,8810.00
48689.00,12211.00,5070.00,9681.00
52926.00,12513.00,7586.00,7809.00
49662.00,12442.00,5390.00,7367.00
80633.00,13437.00,6066.00,11906.00
47576.00,12970.00,5861.00,10841.00
84593.00,14547.00,6676.00,11037.00
54469.00,12278.00,5549.00,10623.00
48132.00,12802.00,5368.00,8561.00
44330.00,12316.00,5351.00,9704.00
44552.00,12814.00,8357.00,8944.00
54006.00,12816.00,5261.00,10015.00
54902.00,12886.00,6491.00,11350.00
64172.00,12784.00,5198.00,9848.00
51914.00,12918.00,4896.00,9052.00
46409.00,12204.00,6106.00,9270.00
63353.00,13373.00,7131.00,8222.00
76495.00,13705.00,7196.00,13668.00
61704.00,13096.00,5483.00,9358.00
45431.00,12129.00,5257.00,11704.00
58813.00,12262.00,5087.00,8900.00
80001.00,13725.00,5833.00,12556.00
70472.00,13422.00,6740.00,10636.00
55819.00,12588.00,5245.00,12077.00
52210.00,12416.00,5176.00,8092.00
49045.00,12687.00,5423.00,8549.00
37964.00,12683.00,7006.00,6372.00
74078.00,13646.00,6668.00,9967.00
103411.00,14665.00,7953.00,16551.00
49243.00,16009.00,5318.00,8725.00
49085.00,12830.00,5156.00,10423.00
50709.00,12500.00,5208.00,7565.00
52274.00,12735.00,5357.00,10381.00
48838.00,12762.00,5098.00,9147.00
54046.00,13111.00,5383.00,9607.00
57053.00,12371.00,5360.00,8236.00
53912.00,12156.00,5230.00,9652.00
40748.00,12485.00,12609.00,6343.00
45165.00,12199.00,7989.00,7467.00
76339.00,12911.00,5410.00,10838.00
59090.00,13558.00,6216.00,8280.00
58488.00,12902.00,6556.00,11673.00
44319.00,12455.00,5150.00,7819.00
67071.00,13665.00,10410.00,13587.00
55927.00,12272.00,6479.00,7660.00
58509.00,13497.00,5404.00,11784.00
60283.00,12668.00,5212.00,10878.00
55831.00,12414.00,5034.00,8211.00
77653.00,29028.00,6376.00,9083.00
42328.00,12810.00,5672.00,8217.00
57222.00,13253.00,5258.00,11056.00
67215.00,24340.00,5328.00,7307.00
44507.00,12171.00,6249.00,6405.00
47546.00,12305.00,5328.00,7243.00
52860.00,12016.00,5100.00,7346.00
39767.00,12331.00,5339.00,8280.00
76250.00,12780.00,5836.00,14288.00
44425.00,12263.00,5318.00,7237.00
67089.00,12917.00,5175.00,8107.00
56842.00,12659.00,5423.00,8991.00
43404.00,12621.00,5053.00,7955.00
41276.00,12572.00,6152.00,9894.00
53564.00,12775.00,5546.00,10583.00
42049.00,12658.00,5521.00,9245.00
61001.00,19915.00,6194.00,7819.00
56954.00,12870.00,5320.00,8241.00
38761.00,11662.00,5450.00,8778.00
54880.00,12826.00,5311.00,9720.00
55133.00,12414.00,5194.00,10546.00
59712.00,13568.00,5400.00,9542.00
54214.00,12797.00,5938.00,11522.00
88184.00,14474.00,6837.00,13709.00
46020.00,12463.00,5886.00,8922.00
91675.00,14934.00,6890.00,12364.00
47586.00,12548.00,5719.00,8269.00
43525.00,11945.00,5218.00,8310.00
43844.00,12517.00,5773.00,8929.00
75861.00,13787.00,6920.00,11482.00
58046.00,12800.00,5933.00,8502.00
63272.00,12918.00,5575.00,9418.00
82251.00,13070.00,5999.00,9698.00
58793.00,12730.00,5327.00,9882.00
72965.00,14488.00,6958.00,9842.00
44816.00,12637.00,5399.00,8307.00
60360.00,12739.00,7309.00,10775.00
38483.00,12321.00,5127.00,8128.00
43547.00,12515.00,5877.00,8620.00
54970.00,12591.00,5204.00,10604.00
45877.00,12881.00,6212.00,9225.00
45667.00,12676.00,5660.00,8523.00
61824.00,12955.00,5108.00,7532.00
58447.00,12723.00,5557.00,8749.00
60959.00,13174.00,5969.00,10259.00
59358.00,14116.00,7309.00,11847.00
68372.00,13203.00,5859.00,11535.00
39300.00,12010.00,5259.00,8156.00
57904.50,12824.00,5247.00,11553.00
46026.00,12135.00,5552.00,9880.00
52446.00,12957.00,6414.00,7944.00
56498.00,12316.00,5255.00,7108.00
130313.00,16386.00,7313.00,12468.00
49031.00,13436.00,5012.00,10334.00
61916.00,12627.00,5009.00,11391.00
57663.00,12216.00,5248.00,12036.00
53368.00,12188.00,5253.00,8811.00
57063.00,12827.00,5938.00,7197.00
53118.00,12660.00,6143.00,12267.00
48506.00,12530.00,4978.00,9091.00
59308.00,12912.00,5992.00,11629.00
35732.00,12817.00,4883.00,5863.00
66971.00,14003.00,7047.00,9837.00
81060.00,14766.00,8958.00,10723.00
51628.00,12083.00,5115.00,7017.00
54726.00,12769.00,5163.00,7146.00
42721.00,12633.00,26208.00,5952.00
43276.00,12654.00,5084.00,8933.00
57561.00,12841.00,6598.00,8893.00
68639.00,13493.00,5960.00,10640.00
57403.00,12966.00,6456.00,8871.00
55651.00,13350.00,5155.00,7718.00
46156.00,12043.00,5603.00,6532.00
44367.00,12176.00,6541.00,6611.00
47025.00,12432.00,7004.00,10002.00
64718.00,13232.00,5529.00,7658.00
43397.00,12353.00,5015.00,8509.00
50192.00,12994.00,5412.00,9668.00
59694.00,12544.00,5387.00,11840.00
54715.00,12527.00,5373.00,8235.00
71581.00,13339.00,5990.00,9293.00
57470.00,13332.00,5155.00,9523.00
105604.00,13334.00,5902.00,13638.00
48404.00,13152.00,5271.00,7495.00
42571.00,13313.00,8811.00,7689.00
60675.00,12959.00,5469.00,11890.00
47780.00,11803.00,5593.00,8822.00
51790.00,12331.00,5071.00,8071.00
58150.00,13187.00,5350.00,10898.00
43758.00,12254.00,5094.00,8274.00
61726.00,13243.00,5742.00,7555.00
52001.00,12794.00,5208.00,7494.00
52040.00,12436.00,6184.00,9577.00
48445.00,13880.00,6028.00,8275.00
51795.00,12796.00,7432.00,9608.00
43208.00,12348.00,5106.00,8720.00
48090.00,12498.00,5331.00,8637.00
39233.00,11689.00,5105.00,6763.00
51750.00,12887.00,5097.00,9322.00
57132.00,18406.00,5503.00,9119.00
44540.00,12480.00,5011.00,7271.00
50776.00,12788.00,5762.00,9326.00
47062.00,13280.00,6070.00,8102.00
41878.00,14425.00,5125.00,5977.00
74160.00,13615.00,6182.00,12674.00
55815.00,13109.00,5778.00,8007.00
66054.00,13660.00,5278.00,11447.00
43327.00,12064.00,5746.00,7249.00
57451.00,12746.00,6833.00,10101.00
57163.00,13188.00,7473.00,10619.00
69502.00,13433.00,9135.00,12637.00
75328.00,13412.00,6876.00,12762.00
51587.00,12667.00,5112.00,9214.00
90140.00,16631.00,9843.00,13914.00
55511.00,12384.00,5585.00,7755.00
56829.00,12953.00,5242.00,7565.00
69356.00,13856.00,8498.00,10810.00
49270.00,12574.00,7411.00,8683.00
57577.00,13055.00,5345.00,9746.00
58019.00,12809.00,6675.00,10505.00
44475.00,12455.00,5490.00,7131.00
92749.00,13986.00,5963.00,11369.00
78290.00,13079.00,5887.00,10416.00
66756.00,12570.00,5244.00,10069.00
51491.00,13058.00,5245.00,6926.00
49988.00,13145.00,7321.00,8202.00
63639.00,13146.00,5726.00,9969.00
46237.00,12920.00,6322.00,8246.00
63118.00,13281.00,5425.00,10196.00
47781.00,12648.00,5911.00,10463.00
53653.00,13139.00,6463.00,7720.00
72030.00,13121.00,7289.00,11239.00
51680.00,12586.00,5386.00,7611.00
57132.00,13276.00,8239.00,7087.00
46490.00,12449.00,7063.00,6967.00
54193.00,12462.00,5486.00,8406.00
47870.00,13138.00,9256.00,8928.00
87401.00,13436.00,5285.00,12176.00
43519.00,13209.00,8558.00,6109.00
53304.00,13110.00,5222.00,7954.00
49852.00,12800.00,5661.00,8352.00
45554.00,12829.00,5048.00,6629.00
42321.00,12412.00,5297.00,6425.00
52971.00,12759.00,5412.00,9242.00
51099.00,12822.00,5820.00,10116.00
58825.00,13227.00,5355.00,12120.00
72262.00,13529.00,6645.00,17789.00
52103.00,12811.00,5494.00,8227.00
61981.00,12522.00,5212.00,9537.00
48245.00,12606.00,5341.00,9101.00
49990.00,12080.00,5059.00,7872.00
54364.00,12979.00,5167.00,9081.00
50790.00,12009.00,5426.00,8904.00
51389.00,12704.00,5134.00,9993.00
47952.00,12537.00,5329.00,9093.00
46559.00,12309.00,5896.00,8102.00
64695.00,13772.00,7137.00,13301.00
74356.00,12802.00,10688.00,12123.00
51811.00,12864.00,6096.00,9953.00
42993.00,12270.00,6215.00,9268.00
59390.00,12678.00,6110.00,7827.00
61321.00,13306.00,5337.00,7703.00
84433.00,37624.00,11902.00,9507.00
110754.00,14396.00,6270.00,14773.00
62103.00,12877.00,5588.00,9013.00
60039.00,13247.00,7648.00,9978.00
68843.00,12901.00,5335.00,7933.00
54286.00,12505.00,5427.00,10002.00
52117.00,11982.00,5110.00,10074.50
44008.00,12237.00,5047.00,8663.00
53262.00,13030.00,5299.00,8595.00
56250.00,13468.00,5234.00,7882.00
48702.00,12524.00,5290.00,8107.00
45968.00,11859.00,5284.00,8804.00
63575.00,12625.00,11231.00,6805.00
47489.00,12165.00,5627.00,8887.00
75760.00,13248.00,5551.00,8681.00
71237.00,23437.00,5446.00,7769.00
48390.00,12724.00,7986.00,8153.00
60159.00,13053.00,9658.00,11724.00
51223.00,12344.00,5137.00,6920.00
61779.00,12684.00,5780.00,8028.00
57291.00,12563.00,5080.00,7633.00
74061.00,13831.00,8638.00,11077.00
46380.00,12097.00,5604.00,8834.00
56964.00,12661.00,6937.00,9532.00
50786.00,13043.00,5224.00,9610.00
49415.00,12426.00,5379.00,9108.00
52166.00,14126.00,5071.00,8999.00
75214.00,13034.00,7288.00,9835.00
54100.00,13186.00,5231.00,10806.00
59985.00,13564.00,5254.00,12162.00
38912.00,11804.00,5031.00,7750.00
53169.00,12881.00,5099.00,8035.00
40512.00,14334.00,5024.00,5895.00
69350.00,12872.00,5825.00,10943.00
55253.00,12005.00,5331.00,9099.00
58935.00,12958.00,6221.00,11319.00
56898.00,12869.00,5654.00,10059.00
50013.00,12516.00,5774.00,9428.00
74626.00,13303.00,5921.00,11550.00
42565.00,12673.00,5543.00,8075.00
72820.00,13997.00,6586.00,9999.00
86679.00,14404.00,7475.00,12694.00
47252.00,12419.00,5214.00,8797.00
49261.00,12175.00,5134.00,8444.00
62775.00,13156.00,5251.00,9079.00
51565.00,12483.00,5323.00,9114.00
69818.00,12584.00,5634.00,8624.00
59746.00,12474.00,6167.00,8589.00
55838.00,12930.00,6164.00,9134.00
50853.00,12977.00,6231.00,9719.00
61410.50,11983.00,5332.00,9613.00
75698.00,13159.00,6265.00,10077.00
58349.00,13108.00,5382.00,9638.00
54199.00,12973.00,8389.00,8205.00
54458.00,12582.00,5140.00,8030.00
49666.00,12789.00,5256.00,9943.00
52429.00,12440.00,5659.00,7458.00
79206.00,13259.00,8591.00,11408.00
36879.00,12502.00,5094.00,6840.00
47610.00,12377.00,5855.00,12188.00
42568.00,12825.00,6220.00,7433.00
69670.00,13393.00,7677.00,11025.00
45841.00,12868.00,5327.00,7897.00
40408.00,11932.00,5219.00,9168.00
48998.00,12847.00,5708.00,8080.00
49177.00,12823.00,5335.00,12497.00
51229.00,12341.00,7219.00,8039.00
60677.00,12897.00,5202.00,9909.00
61075.00,12852.00,5549.00,9187.00
57978.00,14142.00,5849.00,7976.00
39680.00,11634.00,5005.00,8507.00
54999.00,12668.00,5080.00,10344.00
50036.00,12887.00,7057.00,6938.00
45900.00,12707.00,5084.00,8323.00
61137.00,12793.00,5145.00,8698.00
49754.00,12424.00,5492.00,8292.00
40638.00,12239.00,5058.00,9958.00
50848.00,12565.00,5577.00,10003.00
54290.00,12829.00,5218.00,8940.00
79957.00,14359.00,8771.00,12779.00
55082.00,12401.00,5445.00,11260.00
73793.00,14083.00,5770.00,8695.00
56092.00,12745.00,5548.00,9807.00
58359.00,13292.00,5809.00,9523.00
49883.00,12547.00,5940.00,10800.00
47740.00,12983.00,5430.00,10423.00
69769.00,13356.00,5794.00,8968.00
40391.00,12261.00,6094.00,8946.00
46879.00,11970.00,5152.00,8297.00
60104.00,13151.00,5306.00,8561.00
49171.00,12843.00,5133.00,8064.00
46033.00,12355.00,6296.00,8751.00
48720.00,12697.00,5401.00,7805.00
43900.00,12071.00,7169.00,11590.00
77297.00,14556.00,6093.00,11540.00
65079.00,12569.00,5369.00,9195.00
50496.00,12970.00,5251.00,10100.00
63681.00,12806.00,5298.00,9285.00
85833.00,14441.00,6929.00,12194.00
44373.00,12119.00,5029.00,8174.00
43006.00,12561.00,6255.00,7298.00
42952.00,11887.00,7654.00,9083.00
55406.00,13009.00,5182.00,10347.00
61943.00,12238.00,5074.00,8297.00
85888.00,13458.00,5791.00,11223.00
64284.00,13653.00,5300.00,8918.00
56213.00,12590.00,5932.00,13699.00
74625.00,13121.00,7393.00,13227.00
45924.00,13151.00,5535.00,9331.00
47052.00,12993.00,6661.00,9930.00
56022.00,14947.00,5897.00,8939.00
72410.00,13273.00,6190.00,9814.00
47655.00,12495.00,5217.00,7537.00
47775.00,13189.00,5162.00,9907.00
63889.00,12909.00,5160.00,8418.00
49214.00,12663.00,5206.00,10047.00
55636.00,12526.00,5674.00,9432.00
60759.00,12502.00,5315.00,7991.00
52211.00,12898.00,7240.00,9848.00
44002.00,13020.00,4983.00,7599.00
59286.00,12322.00,5194.00,8839.00
39830.00,12831.00,5116.00,9071.00
55744.00,12532.00,6150.00,7762.00
38509.00,12867.00,12829.00,6238.00
53841.00,13041.00,5835.00,9696.00
51959.00,13612.00,5861.00,10848.00
63069.00,14819.00,7707.00,7412.00
64537.00,12979.50,5444.00,9612.00
68922.00,12912.00,6465.00,11845.00
62912.00,12822.00,5622.00,11640.00
88112.00,13329.00,5595.00,15525.00
86781.00,13579.00,5848.00,12899.00
57445.00,12760.00,5627.00,13148.00
58312.00,13010.00,5308.00,10466.00
53379.00,12881.00,6420.00,10596.00
57369.00,13630.00,8059.00,8704.00
51470.00,14225.00,5194.00,6519.00
66512.00,12876.00,5698.00,10803.00
47526.00,12937.00,5514.00,8339.00
64514.00,14225.00,5904.00,9273.00
57590.00,12446.00,5730.00,8619.00
58669.00,12978.00,5686.00,9378.00
50976.00,12507.00,5219.50,9799.00
76206.00,13445.00,6124.00,12817.00
75822.00,13549.00,5139.00,11023.00
97636.00,14497.00,8152.00,16968.00
50509.00,13182.00,7117.00,8467.00
73068.00,13263.00,8181.00,9600.00
84791.00,12745.00,5889.00,12701.00
41087.00,12185.00,5164.00,8337.00
54968.00,12514.00,5994.00,11016.00
62608.00,12912.00,6667.00,12269.00
88249.00,13930.00,7210.00,12540.00
49560.00,12661.00,6133.00,8134.00
48722.00,12795.00,5823.00,10518.00
64828.00,13938.00,6012.00,11969.00
43229.00,11374.00,5088.00,6798.00
52041.00,13347.00,5267.00,8430.00
42879.00,12319.00,8045.00,8902.00
49589.00,12621.00,5308.00,10733.00
48401.00,12778.00,5425.00,11599.00
48265.00,12569.00,5576.00,8138.00
39979.00,12499.00,5859.00,9899.00
52794.00,12374.00,5674.00,8713.00
44407.00,13015.00,6285.00,7481.00
65176.00,13364.00,6478.00,11911.00
45748.00,12441.00,6340.00,9421.00
72350.00,12878.00,6679.00,10254.00
64747.00,13662.00,6793.00,8085.00
56458.00,13023.00,5567.00,9302.00
59936.00,13102.00,6550.00,10082.00
46044.00,12439.00,5281.00,7955.00
42726.00,12817.00,5188.00,6334.00
38626.00,12146.00,5041.00,8122.00
60498.00,12768.00,6149.00,10369.00
46463.00,12247.00,5122.00,9847.00
51358.00,13175.00,5483.00,9163.00
81430.00,13274.00,5439.00,11509.00
36703.00,11957.00,5131.00,6967.00
47398.00,12510.00,9553.00,6949.00
73081.00,14167.00,9818.00,16359.00
44558.00,12048.00,5608.00,8532.00
74516.00,14019.00,5851.00,8954.00
61534.00,13121.00,6759.00,11227.00
51054.00,12518.00,5110.00,10726.00
42778.00,12199.00,5222.00,6719.00
58008.00,14708.00,5208.00,7400.00
50010.00,12819.00,5122.00,7306.00
44899.00,12712.00,6707.00,8148.00
48459.00,12848.00,5309.00,8891.00
44315.00,12503.00,5545.00,10202.00
51557.00,13504.00,9685.00,7927.00
43893.00,12123.00,5073.00,8654.00
45739.00,12559.00,5235.00,10405.00
53450.00,12720.00,5007.00,8696.00
46338.00,12742.00,6047.00,10397.00
37721.00,13938.00,5997.00,8475.00
57709.00,16524.00,5636.00,8488.00
52821.00,13322.00,5213.00,8680.00
62245.00,13070.00,5180.00,8898.00
46244.00,12714.00,5095.00,9619.00
54568.00,12462.00,5030.00,10858.00
57084.00,12997.00,5775.00,8143.00
65316.00,13571.00,6930.00,9056.00
74594.00,13247.00,9562.00,15664.00
49441.00,13167.00,5240.00,9909.00
56652.00,12438.00,6013.00,8229.00
67244.00,12426.00,6728.00,14205.00
65637.00,13556.00,5736.00,9435.00
48796.00,12774.00,5083.00,9006.00
43272.00,12787.00,5235.00,7521.00
44843.00,12169.00,4956.00,8882.00
53219.00,12757.00,5252.00,11955.00
81550.00,13500.00,6412.00,11112.00
41942.00,11620.00,6372.00,5891.00
45704.00,13646.00,5089.00,7573.00
57914.00,13466.00,6285.00,13000.00
56419.00,12560.00,5041.00,10029.00
50347.00,12983.00,5169.00,7824.00
63753.00,12416.00,5774.00,11149.00
54589.00,12863.00,5715.00,10074.00
48919.00,12626.00,5476.00,10410.00
55022.00,13444.00,5184.00,9048.00
44390.00,12233.00,5120.00,7926.00
53793.00,12717.00,5279.00,9328.00
60780.00,12899.00,5890.00,10347.00
67102.00,12481.00,5780.00,11480.00
55952.00,13019.00,6962.00,8880.00
41631.00,12400.00,5034.00,7877.00
61651.00,13401.00,5928.00,7305.00
45206.00,12114.00,6578.00,7634.00
51087.00,12089.00,4986.00,7302.00
59769.00,12666.00,5417.00,9866.00
52609.00,12871.00,5822.00,10122.00
54425.00,31130.00,5089.00,9374.00
53272.00,13090.00,6933.00,10183.00
52288.00,12643.00,5312.00,10181.00
103830.00,14599.00,6681.00,11109.00
39708.00,13613.00,6043.00,8937.00
73932.00,13911.00,5784.00,10170.00
49307.00,12892.00,5208.00,6784.00
60167.00,13064.00,5864.00,8552.00
47771.00,11948.00,4964.00,6910.00
42597.00,12389.00,5500.00,7817.00
42746.00,11876.00,5415.00,9159.00
60038.00,12876.00,6232.00,12253.00
77471.00,13832.00,7250.00,13339.00
49757.00,12281.00,5249.00,7755.00
45339.00,12502.00,4991.00,8323.00
68039.00,12863.00,5284.00,8266.00
52005.00,13369.00,5044.00,8107.00
37228.00,12864.00,6523.00,10676.00
54610.00,12291.00,5258.00,7688.00
48392.00,12787.00,5393.00,9125.00
58729.00,13133.00,5511.00,8631.00
98572.00,14482.00,5593.00,18932.00
61170.00,13457.00,5518.00,13031.00
46172.00,12714.00,6752.00,8223.00
43201.00,13431.00,5125.00,9130.00
47367.00,11724.00,5216.00,8775.00
45757.00,12740.00,4989.00,9205.00
53237.00,16518.00,5211.00,7838.00
55087.00,13803.00,5762.00,7237.00
81661.00,13431.00,6309.00,12020.00
53364.00,12294.00,5146.00,9344.00
46968.00,12852.00,5223.00,8164.00
44062.00,12061.00,5056.00,7090.00
81051.00,13176.00,6496.00,12344.00
56101.00,12727.00,5157.00,9767.00
44110.00,12379.00,5185.00,7882.00
52875.00,12240.00,5184.00,8625.00
59571.00,13212.00,6718.00,9276.00
59718.00,13259.00,5282.00,8918.00
50341.00,13073.00,5046.00,7191.00
61034.00,13026.00,5089.00,6902.00
50928.00,12333.00,6537.00,8976.00
59397.00,17466.00,5495.00,8149.00
69373.00,13579.00,5644.00,15509.00
57006.00,13105.00,5128.00,7443.00
71126.00,13317.00,5284.00,10207.00
78853.00,12942.00,6627.00,9636.00
60935.00,13127.00,5446.00,7939.00
37758.00,12126.00,5494.00,9221.00
61715.00,14064.00,7159.00,11681.00
49571.00,11999.00,5107.00,7806.00
64037.00,14366.00,7028.00,9725.00
46217.00,12521.00,5399.00,9202.00
48537.00,12436.00,7222.00,7438.00
54336.00,12971.00,6501.00,9781.00
55499.00,13560.00,5386.00,8011.00
46353.00,12469.00,5737.00,7796.00
83581.00,13996.00,7370.00,10122.00
69036.00,13332.00,6081.00,12285.00
47482.00,12864.00,5662.00,9318.00
46347.00,12419.00,5795.00,8845.00
50356.00,12323.00,5439.00,6691.00
64288.00,12637.00,6491.00,9829.00
55836.00,14055.00,5771.00,8442.00
62975.00,13131.00,6328.00,10469.00
54611.00,13403.00,5550.00,8634.00
45240.00,12807.00,5493.00,7445.00
45914.00,12824.00,5552.00,8226.00
57994.00,13304.00,5245.00,8362.00
65053.00,12901.00,5381.00,9199.00
47230.00,12481.00,5072.00,8563.00
62385.00,13174.00,5274.00,8942.00
48447.00,12427.00,5182.00,8835.00
59098.00,12563.00,6408.00,9824.00
72560.00,11994.00,5939.00,8295.00
43394.00,12005.00,5240.00,7538.00
50680.00,12639.00,5093.00,7204.00
55456.00,12708.00,5692.00,9626.00
128857.00,15360.00,12003.00,20396.00
47252.00,12397.00,6827.00,8711.00
71700.00,12922.00,5480.00,8396.00
57422.00,12404.00,5245.00,11494.00
135803.00,14933.00,6920.00,14818.00
59514.00,13316.00,5753.00,10017.00
65218.00,13377.00,7686.00,8970.00
50542.00,12225.00,5310.00,8800.00
53429.00,12516.00,5165.00,7775.00
63171.00,12948.00,5392.00,10434.00
60660.00,12795.00,6280.00,9650.00
54063.00,12864.00,5337.00,8614.00
52387.00,13322.00,5731.00,8884.00
50011.00,12494.00,5289.00,8162.00
47481.00,12842.00,5603.00,9051.00
52022.00,13047.00,5280.00,8335.00
55433.00,13236.00,5316.00,10509.00
54589.00,12865.00,6853.00,8863.00
71938.00,13096.00,5453.00,9918.00
66198.00,12840.00,11699.00,10231.00
48955.00,12494.00,5652.00,7537.00
54733.00,13003.00,5104.00,7718.00
55366.00,12632.00,5003.00,10482.00
58359.00,12821.00,5487.00,10106.00
85739.00,13608.00,7026.00,11840.00
47921.00,11989.00,5201.00,8236.00
