DAPI_Intensity,pyrP_Intenisty,ssaA_Intenisty,pbuX_Intenisty
59047.00,13552.00,6054.00,8220.00
56756.00,13177.00,5654.00,8083.00
96934.00,14946.00,7824.00,14477.00
80086.00,14929.00,7382.00,10654.00
65562.00,14455.00,6012.00,8628.00
61187.00,13534.00,6880.00,10802.00
53213.00,14346.00,5399.00,8245.00
64118.00,14063.00,6570.00,11638.00
68925.00,13940.00,6372.00,11732.00
46637.00,12816.00,5539.00,8795.00
67246.00,13964.00,7924.00,11906.00
56738.00,14571.00,5530.00,12828.00
66612.00,14401.00,6215.00,12587.00
45188.00,13706.00,5380.00,10266.00
65958.00,14044.00,6320.00,9011.00
48090.00,14807.00,5342.00,10662.00
52751.00,13339.00,5296.00,8005.00
68455.00,14334.00,6826.00,12187.00
58676.00,13394.00,5431.00,9248.00
59717.00,13893.00,6152.00,10711.00
55681.00,13356.00,5585.00,9842.00
69156.00,14072.00,5981.00,13210.00
59056.00,13829.00,5428.00,8422.00
67339.00,14596.00,6012.00,8229.00
50088.00,12715.00,5120.00,8266.00
61868.00,14063.00,6111.00,9733.00
53248.00,14473.00,5381.00,9646.00
52180.00,13380.00,5084.00,7552.00
57011.00,13978.00,6601.00,8520.00
82846.00,14335.00,5730.00,8464.00
55265.00,13613.00,5955.00,13504.00
77360.00,14742.00,6241.00,9717.00
48080.00,13165.00,5292.00,8220.00
57252.00,13754.00,8743.00,9091.00
58241.00,13744.00,5610.00,8029.00
77935.00,15074.00,5850.00,10224.00
54136.00,13437.00,5208.00,6888.00
72557.00,15465.00,6813.00,16693.00
59107.00,13638.00,7231.00,12035.00
49732.00,13269.00,6615.00,10037.00
57436.00,13913.00,5494.00,10329.00
75625.00,15111.00,5931.00,10689.00
51932.00,13375.00,5222.00,7416.00
60437.00,13267.00,11786.00,7419.00
46805.00,12743.00,5476.00,8961.00
43012.00,13580.00,7526.00,11704.00
50342.00,13217.00,5163.00,7759.00
45524.00,12737.00,5887.00,8167.00
48637.00,13489.00,5323.00,8186.00
62834.00,13808.00,5579.00,9960.00
55537.00,17014.00,5266.00,10307.00
64385.00,13041.00,5278.00,9789.00
71946.00,14932.00,6344.00,15342.00
55785.00,13254.00,5112.00,8489.00
46199.00,12979.00,5621.00,9105.00
68522.00,15379.00,6491.00,9296.00
59537.00,13294.00,5141.00,10671.00
51552.00,13406.00,5297.00,8430.00
92829.00,14802.00,6455.00,15509.00
62467.00,13057.00,5340.00,8443.00
60326.00,14373.00,7961.00,10075.00
87374.00,15513.00,6115.00,10432.00
73381.00,14242.00,7574.00,11654.00
56130.00,13687.00,5348.00,9281.00
49009.00,13155.00,5389.00,7539.00
85106.00,14736.00,6970.00,15275.00
67853.00,15565.00,5596.00,7607.00
63981.00,13499.00,5805.00,12097.00
53146.00,13891.00,5437.00,7369.00
69922.00,13749.00,5787.00,7479.00
65060.00,14162.00,5879.00,8608.00
54380.00,13181.00,5271.00,10919.00
61148.00,14258.00,5653.00,9304.00
49779.00,13243.00,8874.00,9355.00
68719.00,13675.00,7624.00,8021.00
80154.00,14170.00,6104.00,14398.00
63261.00,14273.00,5813.00,8286.00
52476.00,13740.00,5507.00,7397.00
61632.00,14310.00,5772.00,11195.00
62272.00,13475.00,5711.00,10079.00
42709.00,13439.00,5854.00,9491.00
66059.00,13712.00,5633.00,10891.00
55994.00,13034.00,5445.00,8717.00
60042.00,13593.00,6763.00,10166.00
52093.00,13316.00,5821.00,9302.00
46346.00,13454.00,12371.00,9468.00
47636.00,13822.00,8230.00,10004.00
66156.00,14304.00,6132.00,12158.00
48613.00,13213.00,5944.00,8292.00
49469.50,12926.00,5319.00,9048.00
67850.00,14756.00,5577.00,10895.00
73492.00,14155.00,6024.00,17658.00
51065.00,15046.00,5491.00,8324.00
50109.00,13412.00,5917.00,7509.00
72217.00,14569.00,7645.00,8717.00
92079.00,15210.00,8527.00,11214.00
51689.00,13527.00,5496.00,7934.00
86702.00,15183.00,7747.00,11445.00
52449.00,13786.00,5215.00,7555.00
52768.00,13244.00,5763.00,8189.00
55673.00,13894.00,5332.00,10770.00
58383.00,14318.00,6325.00,11637.00
50432.00,13902.00,5564.00,9444.00
63929.00,26091.00,8987.00,18837.00
58443.00,13921.00,7618.00,7166.00
66402.00,14243.00,5406.00,14385.00
44052.00,13443.00,5313.00,9024.00
63661.00,13400.00,5314.00,11887.00
49692.00,13773.00,5950.00,10459.00
60208.00,14044.00,6541.00,11024.00
52687.00,13199.00,5159.00,9307.00
71136.00,14298.00,6669.00,12386.00
46680.00,13945.00,6073.00,9434.00
72150.00,13904.00,7119.00,11764.00
50642.00,13613.00,5235.00,7926.00
77126.00,13534.00,5656.00,12069.00
53134.00,13192.00,5187.00,8770.00
66956.00,14038.00,5506.00,11299.00
79268.00,14146.00,6027.00,12612.00
49194.00,13115.00,6966.00,9145.00
66814.00,14032.00,6189.00,9429.00
60642.00,13552.00,6766.00,9338.00
53068.00,13285.00,5583.00,7070.00
76244.00,14423.00,5953.00,12163.00
69719.00,13422.00,5402.00,9359.00
84538.00,14651.00,6425.00,14652.00
65186.00,14003.00,6057.00,10601.00
69724.00,13938.00,5444.00,8810.00
52085.00,17656.00,7180.00,14210.00
51548.00,12999.00,5824.00,7879.00
47935.00,13068.00,5888.00,7690.00
58718.00,13723.00,5416.00,10237.00
60191.00,13883.00,5285.00,7633.00
46400.00,13415.00,5239.00,6740.00
48270.00,13590.00,6220.00,8685.00
93369.00,15062.00,6998.00,11068.00
67901.00,13754.00,6035.00,14787.00
60289.00,13786.00,6164.00,10108.00
63273.00,13635.00,13490.00,9259.00
54682.00,13169.00,5184.00,7368.00
48937.00,13259.00,5775.00,5888.00
50044.00,13098.00,5358.00,7824.00
59064.00,13379.00,5509.00,10691.00
49755.00,13041.00,6685.00,7609.00
51749.00,13261.00,5265.00,7491.00
58482.00,14705.00,5296.00,10830.00
52206.00,13790.00,7464.00,8392.00
48545.00,13317.00,5213.00,6971.00
47770.00,13817.00,7603.00,9473.00
58555.00,13761.00,5136.00,10540.00
54074.00,14658.00,5423.00,9077.00
60901.00,13740.00,5771.00,8196.00
52399.00,13890.00,5736.00,10062.00
49959.00,13239.00,5803.00,7704.00
62488.00,13940.00,5607.00,10188.00
55989.00,13651.00,5357.00,9765.00
46771.00,13171.00,5282.00,8506.00
48285.00,13163.00,5492.00,7960.00
55232.00,13593.00,5237.00,7354.00
49365.00,13072.00,5224.00,7321.00
57168.00,13663.00,5191.00,7971.00
64816.00,15181.00,5892.00,10272.00
87020.00,15285.00,6399.00,14403.00
80838.00,15196.00,5760.00,10102.00
52360.00,13532.00,5467.00,7793.00
53418.00,13482.00,5900.00,10048.00
76854.00,13930.00,5895.00,13986.00
58210.00,13807.00,5953.00,10817.00
56481.00,12987.00,5246.00,7756.00
68001.00,14440.00,5641.00,12376.00
56529.00,14154.00,9766.00,9482.00
52967.00,13269.00,5231.00,7159.00
60668.00,14122.00,6590.00,12933.00
49675.00,13954.00,5412.00,7694.00
51479.00,13301.00,5282.00,9385.00
53197.00,13199.00,5587.00,9022.00
84038.00,18614.00,6591.00,9861.00
56091.00,13790.00,5201.00,8396.00
45398.00,13451.00,6644.00,8475.00
95104.00,14707.00,5835.00,10798.00
60684.00,13776.00,5875.00,10217.00
73689.00,14316.00,6151.00,9523.00
46360.00,12623.00,5509.00,8790.00
50086.00,13410.00,5297.00,8358.00
59243.00,13237.00,5528.00,8264.00
79723.00,20006.00,6222.00,9816.00
67713.00,14330.00,6419.00,10538.00
61089.00,13723.00,5852.00,8274.00
50065.00,13051.00,5404.00,8879.00
54315.00,14044.00,6032.00,12691.00
98607.00,15182.00,6029.00,13415.00
48947.00,13387.00,6236.00,9871.00
63335.00,13224.00,5437.00,11916.00
48876.00,13053.00,6057.00,10493.00
56681.00,13993.00,5421.00,10523.00
57644.00,13612.00,6245.00,9270.00
48865.00,12876.00,5375.00,8551.00
48061.00,13304.00,6553.00,7706.00
47709.00,13712.00,5430.00,8873.00
49793.00,12911.00,6029.00,10375.00
64453.00,14006.00,6118.00,11551.00
64694.00,14389.00,5455.00,12007.00
72564.00,13918.00,6219.00,11482.00
43159.00,13948.00,9110.00,5851.00
65240.00,13545.00,6344.00,7844.00
66013.00,14424.00,5816.00,12970.00
45812.00,13132.00,6092.00,9683.00
55570.00,13572.00,5655.00,7718.00
87883.00,18782.00,8082.00,13169.00
76536.00,15318.00,7210.00,13906.00
60338.00,13379.00,5505.00,12061.00
55111.00,13309.00,7390.00,8482.00
74859.00,14306.00,6101.00,11125.00
55167.00,13340.00,7330.00,11254.00
79469.00,13951.00,5298.00,13301.00
56018.00,14659.00,7342.00,10304.00
46799.00,14237.00,5453.00,7916.00
43931.00,13218.00,6337.00,9140.00
55524.00,13488.00,5734.00,13759.00
52982.00,13637.00,5238.00,6845.00
54986.00,13933.00,5737.00,7271.00
101862.00,18884.00,7911.00,13625.00
58782.00,14167.00,5447.00,11961.00
49040.00,13286.00,5864.00,7206.00
49467.00,12637.00,5341.00,8223.00
46212.00,13053.00,6382.00,10260.00
45855.00,13758.00,10334.00,6064.00
66409.00,13490.00,5219.00,10707.00
49100.00,13293.00,6023.00,7416.00
45270.00,13243.00,5089.00,8730.00
58871.00,13460.00,5257.00,9984.00
81213.00,15561.00,5747.00,8751.00
58983.00,13371.00,5523.00,10800.00
55260.00,13696.00,6026.00,8238.00
83025.00,16322.00,6277.00,8102.00
82141.00,14084.00,5865.00,7727.00
52108.00,13234.00,5406.00,10922.00
47432.00,13399.00,5147.00,8134.00
63023.00,13996.00,5184.00,12268.00
46161.00,13253.00,6627.00,7024.00
62118.00,13711.00,5895.00,9058.00
49016.00,13034.00,5245.00,9130.00
70899.00,13770.00,5506.00,11623.00
80952.00,14911.00,6863.00,13487.00
71863.00,14726.00,6266.00,8924.00
45925.00,12472.00,5386.00,7730.00
56835.00,13194.00,5120.00,11453.00
54242.00,13145.00,5562.00,8159.00
50823.00,13584.00,5763.00,6770.00
62746.00,13574.00,5861.00,11338.00
41654.00,14748.00,5089.00,5825.00
45483.00,12773.00,10440.00,9634.00
100252.00,14942.00,7810.00,13384.00
45011.00,12972.00,6564.00,9337.00
78545.00,14325.00,5562.00,12329.00
56366.00,13344.00,5672.00,8608.00
73845.00,14715.00,6169.00,10307.00
58426.00,14202.00,5759.00,12606.00
57182.00,13778.00,5238.00,9245.00
75154.00,14568.00,6344.00,8233.00
52765.00,13589.00,5114.00,9849.00
45976.00,13916.00,8262.00,5941.00
58453.00,13675.00,5855.00,10300.00
54059.00,13481.00,7153.00,9892.00
67881.00,13995.00,6243.00,13099.00
77805.00,14133.00,7673.00,12355.00
63566.00,13252.00,5154.00,10412.00
50875.00,13284.00,5170.00,9078.00
64422.00,13718.00,5278.00,7717.00
67509.00,14059.00,5741.00,10641.00
70234.00,14640.00,5989.00,13278.00
72086.00,14297.00,5834.00,12490.00
79949.00,14691.00,8491.00,11924.00
50747.00,14021.00,5588.00,6982.00
47860.00,13441.00,5916.00,9647.00
42526.00,12528.00,5087.00,8265.00
44936.00,13421.00,5580.00,8931.00
54599.00,13545.00,5490.00,8199.00
51254.00,13387.00,6340.00,8614.00
72375.00,14622.00,6398.00,7795.00
56269.00,13743.00,5518.00,8586.00
47618.00,13349.00,5379.00,7645.00
53771.00,13593.00,5288.00,8000.00
77046.00,13769.00,5641.00,11243.00
58566.00,13610.00,5296.00,9305.00
65510.00,14228.00,6563.00,7367.00
89570.00,16050.00,8191.00,10895.00
62834.00,14312.00,6295.00,11284.00
58766.00,13686.00,5471.00,6704.00
54505.00,13609.00,6902.00,10468.00
71141.00,14181.00,6651.00,12353.00
46874.00,13281.00,5551.00,7360.00
54869.00,13692.00,5209.00,7986.00
50740.00,13265.00,6097.00,8473.00
59854.00,13396.00,5246.00,7490.00
50145.00,13511.00,5723.00,8731.00
55997.00,13667.00,6475.00,8533.00
44264.00,13416.00,6469.00,9551.00
47639.00,15419.00,8933.00,7919.00
79987.00,14481.00,6908.00,11374.00
73236.00,13755.00,7692.00,8437.00
73413.00,14579.00,6234.00,6578.00
55909.00,13521.00,5129.00,9158.00
48643.00,13265.00,5318.00,8130.00
58162.00,13773.00,5296.00,8498.00
43482.00,13324.00,5665.00,9303.00
44052.00,12942.00,5651.00,9365.00
48436.00,13561.00,5403.00,7805.00
58365.00,14001.00,5870.00,8165.00
61770.00,13051.00,5021.00,9211.00
63863.00,13964.00,6042.00,12315.00
68138.00,14099.00,7824.00,8216.00
67728.00,14323.00,7727.00,13740.00
47719.00,13283.00,5307.00,9706.00
55959.00,13730.00,5963.00,8877.00
62709.00,13449.00,5391.00,9196.00
55796.00,14073.00,5699.00,7848.00
50818.00,13228.00,5238.00,7663.00
46147.00,13545.00,5927.00,7652.00
44654.00,13374.00,5612.00,8448.00
58368.00,13542.00,5246.00,9570.00
49046.00,13367.00,5202.00,7143.00
51533.00,13501.00,5107.00,9608.00
80169.00,15013.00,6593.00,11842.00
51190.00,13303.00,5819.00,7655.00
73715.00,20415.00,6169.00,9516.00
44538.00,13075.00,6479.00,9155.00
66452.00,14339.00,5651.00,10930.00
47303.00,13126.00,5492.00,8913.00
59235.00,13609.00,5837.00,8777.00
88955.00,14978.00,5780.00,14438.00
65951.00,13680.00,5837.00,10161.00
58291.00,13800.00,8307.00,8470.00
48692.00,13240.00,5958.00,7481.00
57813.00,13830.00,5519.00,9244.00
48272.00,13315.00,6018.00,7065.00
59422.00,13654.00,6182.00,9063.00
58195.00,13873.00,7175.00,12020.00
78148.00,14352.00,5945.00,12717.00
59512.00,13745.00,5622.00,10582.00
51552.00,13260.00,5478.00,9794.00
55293.00,13474.00,5331.00,10441.00
77228.00,14815.00,10130.00,11291.00
57630.00,13763.00,5634.00,11386.00
52970.00,13085.00,5287.00,7987.00
46952.00,13437.00,6887.00,6618.00
79242.00,14780.00,6326.00,11658.00
64826.00,13658.00,6150.00,11284.00
56063.00,13678.00,9873.00,11980.00
55250.00,13592.00,5443.00,9152.00
46042.00,13498.00,7403.00,9486.00
53488.00,13467.00,5753.00,6635.00
44003.00,12571.00,6563.00,7142.00
48292.00,13263.00,5244.00,9536.00
51959.00,14262.00,10996.00,7040.00
60697.00,13521.00,5270.00,9028.00
65184.00,13759.00,5824.00,11614.00
50749.00,13704.00,5832.00,7437.00
62301.00,16403.00,5545.00,10528.00
72509.00,13958.00,7765.00,8996.00
72732.00,15050.00,5476.00,11787.00
81998.00,14232.00,6058.00,7318.00
55398.00,13362.00,5987.00,9234.00
50081.00,13105.00,5538.00,9205.00
51410.00,13529.00,5594.00,7566.00
57185.00,13740.00,5477.00,10612.00
48618.00,13228.00,5071.00,8561.00
53231.00,13472.00,5094.00,7017.00
73837.00,13957.00,5932.00,11634.00
51869.00,13417.00,5258.00,11386.00
51679.00,14963.00,5364.00,7628.00
55654.00,13097.00,5595.00,10561.00
49598.00,13339.00,5906.00,10744.00
57135.00,14003.00,5669.00,8319.00
45106.00,13350.00,6381.00,9115.00
65836.00,14073.00,5175.00,8851.00
49249.00,13234.00,5291.00,8137.00
62049.00,13666.00,5987.00,9218.00
67124.00,13869.00,5366.00,10362.00
82959.00,14534.00,6188.00,15310.00
56774.00,13737.00,5909.00,8696.00
58975.00,13609.00,5475.00,8886.00
54390.00,13459.00,6360.00,8751.00
57271.00,13156.00,5328.00,10326.00
55755.00,13565.00,7048.00,8584.00
71514.00,14273.00,5984.00,11534.00
60527.00,14174.00,5842.00,10816.00
61013.00,13818.00,5646.00,6374.00
44849.00,13425.00,5413.00,7874.00
48796.00,15009.00,5366.00,9143.00
67239.00,13816.00,5624.00,11489.00
70136.00,14077.00,7027.00,11743.00
55159.00,13340.00,5310.00,10983.00
59428.00,14049.00,5976.00,9417.00
56158.00,12763.00,6010.00,11528.00
52005.00,13022.00,5138.00,7153.00
58194.00,13942.00,5572.00,8980.00
66380.00,14549.00,6543.00,14059.00
50824.00,13488.00,5457.00,7736.00
55149.00,12865.00,5320.00,11068.00
61184.00,14333.00,5709.00,10334.00
60828.00,13655.00,5612.00,12292.00
49057.00,13103.00,7017.00,7201.00
53149.00,13953.00,5434.00,8119.00
48495.00,13744.00,6204.00,10042.00
48272.00,13386.00,5816.00,8265.00
65548.00,13702.00,5652.00,7458.00
59591.00,14319.00,5730.00,14534.00
57157.00,14964.00,6087.00,10843.00
53742.00,13502.00,5846.00,9719.00
44952.00,13496.00,7267.00,7836.00
72803.00,14182.00,6003.00,10446.00
55978.00,13561.00,5560.00,13087.00
58469.00,13542.00,6679.00,14302.00
52855.00,13434.00,5526.00,8830.00
45912.00,13677.00,5192.00,8029.00
73313.00,14983.00,5371.00,12671.00
60888.00,14053.00,6233.00,10853.00
46973.00,14406.00,5263.00,10556.00
57758.00,13555.00,5677.00,6864.00
60379.00,13558.00,6118.00,11556.00
52651.00,13752.00,6207.00,8177.00
68182.00,13840.00,5623.00,10173.00
59767.00,13804.00,5241.00,9591.00
65862.00,13813.00,5784.00,7499.00
60653.00,13878.00,7300.00,9466.00
63243.00,13279.00,5960.00,9184.00
63199.00,14198.00,5300.00,13006.00
50228.00,13338.00,8964.00,9325.00
89379.00,14353.00,6378.00,10654.00
57430.00,14483.00,5881.00,10945.00
57394.00,14619.00,6110.00,10840.00
43367.00,12777.00,5079.00,7565.00
59064.00,13938.00,5965.00,9653.00
49362.00,13289.00,5173.00,7797.00
55290.00,14130.00,8293.00,9245.00
64155.00,13629.00,5289.00,8948.00
65171.00,14100.00,6424.00,11582.00
47873.00,12987.00,7345.00,8231.00
49312.00,12953.00,6725.00,7876.00
45348.00,13122.00,5331.00,7557.00
54501.00,14199.00,6452.00,11483.00
45100.00,12864.00,5371.00,9527.00
59886.00,13697.00,5427.00,11467.00
50389.00,13595.00,6388.00,6805.00
83921.00,14805.00,7092.00,10623.00
57352.00,13493.00,5602.00,10369.00
44612.00,12979.00,5906.00,8178.00
45954.00,12725.00,5093.00,7245.00
50335.00,13492.00,5347.00,10238.00
39203.00,12828.00,5224.00,5766.00
60956.00,13948.00,5151.00,8844.00
65927.00,14290.00,5714.00,10322.00
71004.00,14272.00,6367.00,12182.00
53022.00,12933.00,5054.00,8224.00
50239.00,13796.00,5272.00,9522.00
57733.00,13795.00,5385.00,10662.00
46062.50,13141.00,5703.00,8461.00
83107.00,15712.00,8756.00,14305.00
40437.00,13564.00,5706.00,5800.00
44594.00,13036.00,5258.00,8507.00
67594.00,14790.00,8474.00,11328.00
65346.00,14501.00,5531.00,9009.00
60738.00,13893.00,6439.00,10502.00
70687.00,14481.00,5716.00,7388.00
73220.00,14135.00,7293.00,9704.00
44233.00,13240.00,6418.00,11072.00
45157.00,12327.00,5928.00,7889.00
56159.00,14267.00,5415.00,9127.00
57105.00,13509.00,5486.00,13423.00
68796.00,13972.00,6022.00,12609.00
51129.00,13906.00,5387.00,11130.00
64380.00,13818.00,5870.00,8402.00
44405.00,13055.00,6180.00,9735.00
69782.00,14145.00,6142.00,10623.00
52447.00,13660.00,5345.00,8873.00
59081.00,13948.00,5490.00,11714.00
58642.00,13856.00,5863.00,8777.00
50595.00,12655.00,5817.00,11191.00
52559.00,14026.00,5465.00,9980.00
52831.00,13076.00,5608.00,11592.00
64838.00,14330.00,5937.00,9317.00
54653.00,13590.00,5974.00,6955.00
57558.00,13688.00,5793.00,9373.00
59061.00,14209.00,5378.00,10713.00
46236.00,13434.00,5672.00,8463.00
47509.00,13366.00,6132.00,8751.00
48760.00,13592.00,5554.00,9121.00
45705.00,13897.00,5823.00,9318.00
54175.00,13260.00,6597.00,10779.00
51642.00,13010.00,5349.00,7685.00
104593.00,14626.00,6356.00,16338.00
44451.00,13250.00,8832.00,8678.00
62486.00,14666.00,6799.00,9389.00
73753.00,14340.00,6390.00,10480.00
66213.00,14116.00,5329.00,9433.00
58166.00,13548.00,6573.00,7924.00
45161.00,12819.00,5851.00,7185.00
41711.00,13325.00,5707.00,8621.00
55174.00,14000.00,6948.00,8551.00
48232.00,13185.00,5245.00,12086.00
52491.00,13461.00,5537.00,10265.00
43940.00,13145.00,5031.00,8911.00
55371.00,13581.00,6087.00,8565.00
50918.50,13126.00,6405.00,8849.00
54212.00,13891.00,5338.00,9095.00
47277.00,13076.00,5216.00,6759.00
60766.00,15410.00,5611.00,13709.00
52059.00,13493.00,5632.00,10211.00
54055.00,12964.00,6527.00,8809.00
62497.00,14165.00,6550.00,8700.00
47210.00,13289.00,5296.00,8756.00
59370.00,13842.00,5927.00,11626.00
56886.00,13679.00,7563.00,10060.00
66021.00,13850.00,5715.00,10261.00
56189.00,13465.00,5595.00,9367.00
44956.00,13336.00,8880.00,10571.00
54034.00,14157.00,5283.00,9955.00
46065.00,13596.00,6631.00,7799.00
45814.00,13309.00,5166.00,7122.00
42979.00,13109.00,6815.00,7719.00
69196.00,14274.00,5337.00,9196.00
54336.00,14099.00,5784.00,8361.00
52421.00,13883.00,5561.00,9663.00
50085.00,13551.00,5237.00,9407.00
73656.00,14282.00,5998.00,8526.00
68256.00,14132.00,5923.00,11263.00
52570.00,14960.00,5514.00,5864.00
51732.00,13255.00,7053.00,8232.00
45015.00,13641.00,5130.00,8229.00
52332.00,13894.00,7094.00,7990.00
49339.00,14024.00,6846.00,7967.00
55470.00,13545.00,6447.00,7820.00
43395.00,13369.00,5303.00,8164.00
53405.00,13276.00,6012.00,9887.00
57607.00,13619.00,6010.00,8106.00
43746.00,14940.00,6693.00,10221.00
50257.00,13234.00,6768.00,8724.00
91553.00,15727.00,6431.00,11633.00
46393.00,13745.00,5800.00,6973.00
48180.00,13018.00,5299.00,10091.00
55468.00,13408.00,5886.00,9509.00
73041.00,14296.00,7593.00,11551.00
64217.00,14167.00,5673.00,8383.00
50486.00,13310.00,5273.00,6512.00
57001.00,14044.00,6152.00,11547.00
64702.00,13279.00,7786.00,13024.00
43223.00,13831.00,5888.00,6989.00
57094.00,13583.00,5316.00,9897.00
44871.00,13369.00,5438.00,10210.00
64786.00,13727.00,6371.00,9496.00
42857.00,13265.00,6998.00,7556.00
70543.00,14887.00,6059.00,10139.00
51154.00,13143.00,6164.00,8770.00
44568.00,25854.00,5602.00,8744.00
62274.00,14025.00,5439.00,12780.00
55293.00,13416.00,5333.00,10784.00
44661.00,13767.00,5336.00,7589.00
46219.00,13498.00,6046.00,8647.00
74466.00,14159.00,5704.00,10017.00
73300.00,14629.00,8271.00,8334.00
45569.00,13487.00,5801.00,8448.00
54179.00,13376.00,6456.00,8058.00
59849.00,13425.00,5172.00,8570.00
57944.00,13944.00,7012.00,10881.00
56658.00,13799.00,6394.00,8424.00
54077.00,13798.00,6060.00,9541.00
59119.00,13610.00,6170.00,7570.00
59237.00,13079.00,7741.00,8279.00
45866.00,13979.00,5365.00,9442.00
54145.00,13498.00,5483.00,10708.00
54846.00,13197.00,7778.00,9823.00
61087.00,13493.00,6507.00,7825.00
54928.00,13713.00,5984.00,10769.00
64535.00,13706.00,5618.00,10291.00
64935.00,14048.00,6286.00,9957.00
55327.00,14011.00,5076.00,9063.00
53786.00,13470.00,6669.00,7713.00
59251.00,14113.00,5679.00,10728.00
50321.00,14196.00,5238.00,9678.00
46240.00,13381.00,7854.00,9703.00
55000.00,13399.00,5441.00,6610.00
68079.00,14449.00,6113.00,10660.00
56920.00,14034.00,5413.00,8296.00
70840.00,14107.00,6255.00,11016.00
44271.00,13471.00,6181.00,10891.00
69847.00,13455.00,6508.00,10030.00
57905.00,13347.00,5517.00,10845.00
53299.00,13513.00,5732.00,8937.00
59242.00,13904.00,5454.00,9474.00
48060.00,13169.00,5127.00,8417.00
54950.00,14335.00,6295.00,10072.00
42448.00,13039.00,6096.00,8357.00
52758.00,13336.00,7646.00,9883.00
72866.00,14263.00,6888.00,13753.00
64281.00,13963.00,8060.00,8713.00
56017.00,13685.00,6227.00,10147.00
40865.00,12932.00,5186.00,7817.00
51551.00,13931.00,5947.00,7799.00
65777.00,13983.00,5987.00,11696.00
52567.00,13798.00,5628.00,8790.00
67408.00,14018.00,5879.00,9255.00
65134.00,14117.00,5593.00,7898.00
46242.00,13472.00,6482.00,8470.00
53030.00,13487.00,5795.00,10292.00
56103.00,14271.00,5954.00,8325.00
47660.00,14145.00,7556.00,8151.00
60870.00,14604.00,7418.00,12281.00
46573.00,13055.00,6094.00,7617.00
51451.00,13939.00,5101.00,8274.00
64138.00,13797.00,5571.00,7646.00
40501.00,13227.00,5576.00,7645.00
45616.00,13623.00,5449.00,6896.00
53140.00,12969.00,6113.00,9087.00
50726.00,13730.00,8267.00,10984.00
49138.00,13722.00,6218.00,10283.00
46847.00,13192.00,5320.00,7507.00
47937.00,14224.00,6161.00,7087.00
61102.00,13627.00,6831.00,9945.00
64085.00,14637.00,6651.00,10736.00
49839.00,13897.00,5482.00,8198.00
45566.00,12820.00,5351.00,8510.00
54462.00,13667.00,6320.00,8510.00
64899.00,14515.00,5769.00,10768.00
45809.00,13019.00,6175.00,8039.00
43635.00,12999.00,5697.00,9655.00
55889.00,13373.00,8857.00,10566.00
51376.00,13319.00,5138.00,10415.00
46662.00,13405.00,5141.00,8315.00
50902.00,13538.00,6819.00,7062.00
53801.00,13741.00,6496.00,10895.00
39888.00,13638.00,5162.00,8257.00
50470.00,13398.00,5332.00,6881.00
51857.00,13672.00,5143.00,6593.00
39922.00,13426.00,5402.00,11311.00
51215.00,13018.00,5684.00,7952.00
56586.00,13679.00,5267.00,8365.00
86956.00,14330.00,7147.00,12524.00
55863.00,13494.00,5835.50,12983.00
59007.00,14321.00,6434.00,11008.00
75337.00,13543.00,5278.00,8427.00
45722.00,13267.00,5429.00,8595.00
51211.00,12947.00,5314.00,9114.00
54238.00,16352.00,5679.00,9113.00
59102.00,13781.00,5478.00,11647.00
60965.00,15047.00,8263.00,10879.00
63386.00,13369.00,8031.00,8339.00
52055.00,13675.00,8507.00,9662.00
54088.00,13408.00,5307.00,10037.00
61703.00,13799.00,5937.00,8456.00
56164.00,13854.00,6626.00,10989.00
43188.00,12815.00,7346.00,8242.00
58166.00,13799.00,5614.00,8520.00
55525.00,12907.00,5176.00,8171.00
49064.00,13085.00,6781.00,7909.00
63507.00,15003.00,5462.00,11443.00
59566.00,13500.00,6126.00,10214.00
55478.00,13719.00,5565.00,8420.00
62751.00,13505.00,8036.00,10734.00
63264.00,14715.00,6389.00,11278.00
48418.00,13355.00,6075.00,9722.00
47263.00,12988.00,5791.00,7786.00
49725.00,14961.00,6065.00,9189.00
52427.00,13293.00,5408.00,6856.00
65664.00,13644.00,5497.00,9537.00
56018.00,13868.00,5858.00,11189.00
45609.00,16743.00,5166.00,6011.00
48889.00,13147.00,5349.00,10020.00
42812.00,13577.00,5175.00,10015.00
69262.00,14350.00,5537.00,10097.00
41337.00,13357.00,5265.00,5884.00
47261.00,13166.00,5723.00,8041.00
42849.00,13117.00,5194.00,9740.00
68669.00,13975.00,6079.00,12523.00
51057.00,12981.00,6100.00,10432.00
63558.00,13872.00,6663.00,8957.00
51013.00,13583.00,5286.00,9244.00
57743.00,13383.00,5311.00,8880.00
43595.00,13346.00,5252.00,8347.00
68442.00,13717.00,6829.00,9895.00
75072.00,14584.00,7124.00,12057.00
63146.00,14658.00,5458.00,8913.00
47897.00,13771.00,5860.00,8140.00
43463.00,13218.00,6259.00,11467.00
41215.00,13235.00,5241.00,9094.00
74262.00,14438.00,6103.00,14646.00
41783.00,13472.00,7625.00,6035.00
71888.00,14259.00,6018.00,12259.00
59766.00,15037.00,5921.00,12445.00
52091.00,13434.00,5757.00,7983.00
55032.00,13928.00,5184.00,8172.00
45623.00,13387.00,6694.00,9262.00
53832.00,13447.00,5407.00,7901.00
40017.00,13410.00,17638.00,6504.00
54012.00,13533.00,5196.00,6907.00
45353.00,13192.00,5627.00,8552.00
53621.00,13755.00,8273.00,10609.00
